Week Ending Date,Metric,Category,Waiting Bands,Count
2024-06-16T00:00:00.000Z,Sex,Male,Total,3058500
2024-06-23T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,260
2024-06-23T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,486145
2024-06-23T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,309775
2024-06-23T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,37805
2024-06-23T00:00:00.000Z,Age,0-18 Years,Total,833990
2024-06-23T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,3065
2024-06-23T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2339145
2024-06-23T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1629175
2024-06-23T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,186175
2024-06-23T00:00:00.000Z,Age,19-64 Years,Total,4157560
2024-06-23T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,3335
2024-06-23T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1486885
2024-06-23T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,888810
2024-06-23T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,90005
2024-06-23T00:00:00.000Z,Age,Over 65 Years,Total,2469035
2024-06-23T00:00:00.000Z,Sex,Female,Unknown Clock Start,4085
2024-06-23T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2337290
2024-06-23T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1536570
2024-06-23T00:00:00.000Z,Sex,Female,Over 52 Weeks,167060
2024-06-23T00:00:00.000Z,Sex,Female,Total,4045005
2024-06-23T00:00:00.000Z,Sex,Male,Unknown Clock Start,2555
2024-06-23T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1794695
2024-06-23T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1158325
2024-06-23T00:00:00.000Z,Sex,Male,Over 52 Weeks,121990
2024-06-23T00:00:00.000Z,Sex,Male,Total,3077565
2024-06-30T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,330
2024-06-30T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,485145
2024-06-30T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,311045
2024-06-30T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,37360
2024-06-30T00:00:00.000Z,Age,0-18 Years,Total,833875
2024-06-30T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2865
2024-06-30T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2337705
2024-06-30T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1631215
2024-06-30T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,183890
2024-06-30T00:00:00.000Z,Age,19-64 Years,Total,4155680
2024-06-30T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2440
2024-06-30T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1478600
2024-06-30T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,887795
2024-06-30T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,89405
2024-06-30T00:00:00.000Z,Age,Over 65 Years,Total,2458245
2024-06-30T00:00:00.000Z,Sex,Female,Unknown Clock Start,3455
2024-06-30T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2330685
2024-06-30T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1537605
2024-06-30T00:00:00.000Z,Sex,Female,Over 52 Weeks,164855
2024-06-30T00:00:00.000Z,Sex,Female,Total,4036600
2024-06-30T00:00:00.000Z,Sex,Male,Unknown Clock Start,2160
2024-06-30T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1788860
2024-06-30T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1159805
2024-06-30T00:00:00.000Z,Sex,Male,Over 52 Weeks,120750
2024-06-30T00:00:00.000Z,Sex,Male,Total,3071575
2024-07-07T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,320
2024-07-07T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,482650
2024-07-07T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,311795
2024-07-07T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,37215
2024-07-07T00:00:00.000Z,Age,0-18 Years,Total,831980
2024-07-07T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,1610
2024-07-07T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2324245
2024-07-07T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1625975
2024-07-07T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,183235
2024-07-07T00:00:00.000Z,Age,19-64 Years,Total,4135070
2024-07-07T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2240
2024-07-07T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1480330
2024-07-07T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,882135
2024-07-07T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,88975
2024-07-07T00:00:00.000Z,Age,Over 65 Years,Total,2453680
2024-07-07T00:00:00.000Z,Sex,Female,Unknown Clock Start,2520
2024-07-07T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2322850
2024-07-07T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1532885
2024-07-07T00:00:00.000Z,Sex,Female,Over 52 Weeks,164120
2024-07-07T00:00:00.000Z,Sex,Female,Total,4022375
2024-07-07T00:00:00.000Z,Sex,Male,Unknown Clock Start,1650
2024-07-07T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1783210
2024-07-07T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1156285
2024-07-07T00:00:00.000Z,Sex,Male,Over 52 Weeks,120245
2024-07-07T00:00:00.000Z,Sex,Male,Total,3061390
2024-07-14T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,280
2024-07-14T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,481010
2024-07-14T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,314210
2024-07-14T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,36770
2024-07-14T00:00:00.000Z,Age,0-18 Years,Total,832270
2024-07-14T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2390
2024-07-14T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2332650
2024-07-14T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1640735
2024-07-14T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,183375
2024-07-14T00:00:00.000Z,Age,19-64 Years,Total,4159150
2024-07-14T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1720
2024-07-14T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1489235
2024-07-14T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,889765
2024-07-14T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,89080
2024-07-14T00:00:00.000Z,Age,Over 65 Years,Total,2469800
2024-07-14T00:00:00.000Z,Sex,Female,Unknown Clock Start,2775
2024-07-14T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2332410
2024-07-14T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1548165
2024-07-14T00:00:00.000Z,Sex,Female,Over 52 Weeks,163945
2024-07-14T00:00:00.000Z,Sex,Female,Total,4047290
2024-07-14T00:00:00.000Z,Sex,Male,Unknown Clock Start,1600
2024-07-14T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1790035
2024-07-14T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1166235
2024-07-14T00:00:00.000Z,Sex,Male,Over 52 Weeks,120360
2024-07-14T00:00:00.000Z,Sex,Male,Total,3078230
2024-07-21T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,290
2024-07-21T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,471560
2024-07-21T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,315765
2024-07-21T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,36250
2024-07-21T00:00:00.000Z,Age,0-18 Years,Total,823860
2024-07-21T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2845
2024-07-21T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2302130
2024-07-21T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1640560
2024-07-21T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,182320
2024-07-21T00:00:00.000Z,Age,19-64 Years,Total,4127855
2024-07-21T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,3180
2024-07-21T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1473425
2024-07-21T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,888280
2024-07-21T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,88765
2024-07-21T00:00:00.000Z,Age,Over 65 Years,Total,2453645
2024-07-21T00:00:00.000Z,Sex,Female,Unknown Clock Start,3945
2024-07-21T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2317400
2024-07-21T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1550975
2024-07-21T00:00:00.000Z,Sex,Female,Over 52 Weeks,162910
2024-07-21T00:00:00.000Z,Sex,Female,Total,4035230
2024-07-21T00:00:00.000Z,Sex,Male,Unknown Clock Start,2360
2024-07-21T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1779150
2024-07-21T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1168455
2024-07-21T00:00:00.000Z,Sex,Male,Over 52 Weeks,119740
2024-07-21T00:00:00.000Z,Sex,Male,Total,3069710
2024-07-28T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,155
2024-07-28T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,468840
2024-07-28T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,314400
2024-07-28T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,35155
2024-07-28T00:00:00.000Z,Age,0-18 Years,Total,818545
2024-07-28T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2930
2024-07-28T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2297915
2024-07-28T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1629900
2024-07-28T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,179430
2024-07-28T00:00:00.000Z,Age,19-64 Years,Total,4110175
2024-07-28T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,4065
2024-07-28T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1481285
2024-07-28T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,882865
2024-07-28T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,87985
2024-07-28T00:00:00.000Z,Age,Over 65 Years,Total,2456200
2024-07-28T00:00:00.000Z,Sex,Female,Unknown Clock Start,4395
2024-07-28T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2304715
2024-07-28T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1538625
2024-07-28T00:00:00.000Z,Sex,Female,Over 52 Weeks,160580
2024-07-28T00:00:00.000Z,Sex,Female,Total,4008315
2024-07-28T00:00:00.000Z,Sex,Male,Unknown Clock Start,2740
2024-07-28T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1766820
2024-07-28T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1157625
2024-07-28T00:00:00.000Z,Sex,Male,Over 52 Weeks,117715
2024-07-28T00:00:00.000Z,Sex,Male,Total,3044900
2024-08-04T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,75
2024-08-04T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,469410
2024-08-04T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,314750
2024-08-04T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,34360
2024-08-04T00:00:00.000Z,Age,0-18 Years,Total,818595
2024-08-04T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,1950
2024-08-04T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2305945
2024-08-04T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1624970
2024-08-04T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,178505
2024-08-04T00:00:00.000Z,Age,19-64 Years,Total,4111375
2024-08-04T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1745
2024-08-04T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1480570
2024-08-04T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,877280
2024-08-04T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,87055
2024-08-04T00:00:00.000Z,Age,Over 65 Years,Total,2446645
2024-08-04T00:00:00.000Z,Sex,Female,Unknown Clock Start,2400
2024-08-04T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2311885
2024-08-04T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1533500
2024-08-04T00:00:00.000Z,Sex,Female,Over 52 Weeks,159505
2024-08-04T00:00:00.000Z,Sex,Female,Total,4007295
2024-08-04T00:00:00.000Z,Sex,Male,Unknown Clock Start,1355
2024-08-04T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1775645
2024-08-04T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1154950
2024-08-04T00:00:00.000Z,Sex,Male,Over 52 Weeks,116775
2024-08-04T00:00:00.000Z,Sex,Male,Total,3048730
2024-08-11T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,110
2024-08-11T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,473325
2024-08-11T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,314905
2024-08-11T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,34170
2024-08-11T00:00:00.000Z,Age,0-18 Years,Total,822505
2024-08-11T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2915
2024-08-11T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2349225
2024-08-11T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1626620
2024-08-11T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,179365
2024-08-11T00:00:00.000Z,Age,19-64 Years,Total,4158125
2024-08-11T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2310
2024-08-11T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1512890
2024-08-11T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,877040
2024-08-11T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,87695
2024-08-11T00:00:00.000Z,Age,Over 65 Years,Total,2479940
2024-08-11T00:00:00.000Z,Sex,Female,Unknown Clock Start,3375
2024-08-11T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2352700
2024-08-11T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1534550
2024-08-11T00:00:00.000Z,Sex,Female,Over 52 Weeks,160330
2024-08-11T00:00:00.000Z,Sex,Female,Total,4050955
2024-08-11T00:00:00.000Z,Sex,Male,Unknown Clock Start,1960
2024-08-11T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1805110
2024-08-11T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1155425
2024-08-11T00:00:00.000Z,Sex,Male,Over 52 Weeks,117640
2024-08-11T00:00:00.000Z,Sex,Male,Total,3080135
2024-08-18T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,130
2024-08-18T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,469500
2024-08-18T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,316205
2024-08-18T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,33360
2024-08-18T00:00:00.000Z,Age,0-18 Years,Total,819195
2024-08-18T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2550
2024-08-18T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2337390
2024-08-18T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1626595
2024-08-18T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,177230
2024-08-18T00:00:00.000Z,Age,19-64 Years,Total,4143765
2024-08-18T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2070
2024-08-18T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1507815
2024-08-18T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,874510
2024-08-18T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,86950
2024-08-18T00:00:00.000Z,Age,Over 65 Years,Total,2471350
2024-08-18T00:00:00.000Z,Sex,Female,Unknown Clock Start,3075
2024-08-18T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2339610
2024-08-18T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1533755
2024-08-18T00:00:00.000Z,Sex,Female,Over 52 Weeks,158540
2024-08-18T00:00:00.000Z,Sex,Female,Total,4034980
2024-08-18T00:00:00.000Z,Sex,Male,Unknown Clock Start,1675
2024-08-18T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1797410
2024-08-18T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1155145
2024-08-18T00:00:00.000Z,Sex,Male,Over 52 Weeks,116395
2024-08-18T00:00:00.000Z,Sex,Male,Total,3070620
2024-08-25T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,110
2024-08-25T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,463440
2024-08-25T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,318310
2024-08-25T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,32340
2024-08-25T00:00:00.000Z,Age,0-18 Years,Total,814200
2024-08-25T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2035
2024-08-25T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2313160
2024-08-25T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1626835
2024-08-25T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,175025
2024-08-25T00:00:00.000Z,Age,19-64 Years,Total,4117055
2024-08-25T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1855
2024-08-25T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1494565
2024-08-25T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,873510
2024-08-25T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,85570
2024-08-25T00:00:00.000Z,Age,Over 65 Years,Total,2455500
2024-08-25T00:00:00.000Z,Sex,Female,Unknown Clock Start,2555
2024-08-25T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2321125
2024-08-25T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1535695
2024-08-25T00:00:00.000Z,Sex,Female,Over 52 Weeks,156245
2024-08-25T00:00:00.000Z,Sex,Female,Total,4015615
2024-08-25T00:00:00.000Z,Sex,Male,Unknown Clock Start,1420
2024-08-25T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1783770
2024-08-25T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1155390
2024-08-25T00:00:00.000Z,Sex,Male,Over 52 Weeks,114435
2024-08-25T00:00:00.000Z,Sex,Male,Total,3055015
2024-09-01T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,165
2024-09-01T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,455550
2024-09-01T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,325580
2024-09-01T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,31230
2024-09-01T00:00:00.000Z,Age,0-18 Years,Total,812525
2024-09-01T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2195
2024-09-01T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2301950
2024-09-01T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1665525
2024-09-01T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,171250
2024-09-01T00:00:00.000Z,Age,19-64 Years,Total,4140920
2024-09-01T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1985
2024-09-01T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1490550
2024-09-01T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,894610
2024-09-01T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,84320
2024-09-01T00:00:00.000Z,Age,Over 65 Years,Total,2471465
2024-09-01T00:00:00.000Z,Sex,Female,Unknown Clock Start,2755
2024-09-01T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2296735
2024-09-01T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1567315
2024-09-01T00:00:00.000Z,Sex,Female,Over 52 Weeks,152465
2024-09-01T00:00:00.000Z,Sex,Female,Total,4019270
2024-09-01T00:00:00.000Z,Sex,Male,Unknown Clock Start,1590
2024-09-01T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1766375
2024-09-01T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1177935
2024-09-01T00:00:00.000Z,Sex,Male,Over 52 Weeks,112070
2024-09-01T00:00:00.000Z,Sex,Male,Total,3057970
2024-09-08T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,165
2024-09-08T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,452600
2024-09-08T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,330575
2024-09-08T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,30555
2024-09-08T00:00:00.000Z,Age,0-18 Years,Total,813895
2024-09-08T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2185
2024-09-08T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2301705
2024-09-08T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1686270
2024-09-08T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,170505
2024-09-08T00:00:00.000Z,Age,19-64 Years,Total,4160665
2024-09-08T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1975
2024-09-08T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1494420
2024-09-08T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,905695
2024-09-08T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,83850
2024-09-08T00:00:00.000Z,Age,Over 65 Years,Total,2485940
2024-09-08T00:00:00.000Z,Sex,Female,Unknown Clock Start,2755
2024-09-08T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2300935
2024-09-08T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1593980
2024-09-08T00:00:00.000Z,Sex,Female,Over 52 Weeks,152395
2024-09-08T00:00:00.000Z,Sex,Female,Total,4050070
2024-09-08T00:00:00.000Z,Sex,Male,Unknown Clock Start,1565
2024-09-08T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1769205
2024-09-08T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1196950
2024-09-08T00:00:00.000Z,Sex,Male,Over 52 Weeks,111615
2024-09-08T00:00:00.000Z,Sex,Male,Total,3079335
2024-09-15T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,180
2024-09-15T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,445100
2024-09-15T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,321500
2024-09-15T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,29020
2024-09-15T00:00:00.000Z,Age,0-18 Years,Total,795800
2024-09-15T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,3785
2024-09-15T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2315290
2024-09-15T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1667675
2024-09-15T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,167670
2024-09-15T00:00:00.000Z,Age,19-64 Years,Total,4154420
2024-09-15T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,9790
2024-09-15T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1503555
2024-09-15T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,901530
2024-09-15T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,82660
2024-09-15T00:00:00.000Z,Age,Over 65 Years,Total,2497535
2024-09-15T00:00:00.000Z,Sex,Female,Unknown Clock Start,8330
2024-09-15T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2308715
2024-09-15T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1576655
2024-09-15T00:00:00.000Z,Sex,Female,Over 52 Weeks,149575
2024-09-15T00:00:00.000Z,Sex,Female,Total,4043275
2024-09-15T00:00:00.000Z,Sex,Male,Unknown Clock Start,5410
2024-09-15T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1775710
2024-09-15T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1183700
2024-09-15T00:00:00.000Z,Sex,Male,Over 52 Weeks,109675
2024-09-15T00:00:00.000Z,Sex,Male,Total,3074495
2024-09-22T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,105
2024-09-22T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,446880
2024-09-22T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,328265
2024-09-22T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,28490
2024-09-22T00:00:00.000Z,Age,0-18 Years,Total,803740
2024-09-22T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2190
2024-09-22T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2284365
2024-09-22T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1667080
2024-09-22T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,163530
2024-09-22T00:00:00.000Z,Age,19-64 Years,Total,4117170
2024-09-22T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1225
2024-09-22T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1480575
2024-09-22T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,900750
2024-09-22T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,80610
2024-09-22T00:00:00.000Z,Age,Over 65 Years,Total,2463165
2024-09-22T00:00:00.000Z,Sex,Female,Unknown Clock Start,2285
2024-09-22T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2280275
2024-09-22T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1580095
2024-09-22T00:00:00.000Z,Sex,Female,Over 52 Weeks,146220
2024-09-22T00:00:00.000Z,Sex,Female,Total,4008875
2024-09-22T00:00:00.000Z,Sex,Male,Unknown Clock Start,1235
2024-09-22T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1754495
2024-09-22T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1185820
2024-09-22T00:00:00.000Z,Sex,Male,Over 52 Weeks,107045
2024-09-22T00:00:00.000Z,Sex,Male,Total,3048595
2024-09-29T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,230
2024-09-29T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,444770
2024-09-29T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,329420
2024-09-29T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,27210
2024-09-29T00:00:00.000Z,Age,0-18 Years,Total,801630
2024-09-29T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2665
2024-09-29T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2298280
2024-09-29T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1682875
2024-09-29T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,158525
2024-09-29T00:00:00.000Z,Age,19-64 Years,Total,4142345
2024-09-29T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1555
2024-09-29T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1483720
